Order_ID,Product_Category,Original_Price,Discount_Percent,Quantity_Sold,Customer_Type,Region,Discount_Amount,Final_Price,Revenue
4827,Beauty,4091.09,40,5,Returning,South,1636.44,2454.65,12273.25
4828,Home,3260.91,5,4,New,North,163.05,3097.86,12391.44
4829,Clothing,1893.48,10,6,Returning,West,189.35,1704.13,10224.78
4830,Clothing,1589.94,10,3,New,West,158.99,1430.95,4292.85
4831,Beauty,141.92,10,6,New,East,14.19,127.73,766.38
4832,Electronics,4184.68,25,6,Returning,East,1046.17,3138.51,18831.06
4833,Electronics,528.42,30,6,New,South,158.53,369.89,2219.34
4834,Sports,3190.7,30,3,Returning,East,957.21,2233.49,6700.47
4835,Beauty,2569.97,30,8,Returning,South,770.99,1798.98,14391.84
4836,Home,2680.78,10,4,Returning,North,268.08,2412.7,9650.8
4837,Home,4640.89,0,2,New,West,0.0,4640.89,9281.78
4838,Beauty,254.91,25,7,Returning,North,63.73,191.18,1338.26
4839,Home,3889.62,10,8,Returning,North,388.96,3500.66,28005.28
4840,Electronics,355.06,10,4,New,East,35.51,319.55,1278.2
4841,Home,286.95,10,6,New,West,28.7,258.25,1549.5
4842,Home,2206.11,50,8,New,North,1103.06,1103.05,8824.4
4843,Beauty,409.07,15,5,Returning,West,61.36,347.71,1738.55
4844,Beauty,3966.81,20,9,Returning,West,793.36,3173.45,28561.05
4845,Home,2694.86,10,6,Returning,North,269.49,2425.37,14552.22
4846,Clothing,242.29,0,6,New,West,0.0,242.29,1453.74
4847,Beauty,298.45,15,2,New,South,44.77,253.68,507.36
4848,Sports,3102.08,0,7,Returning,West,0.0,3102.08,21714.56
4849,Sports,4049.95,30,9,New,South,1214.98,2834.97,25514.73
4850,Electronics,2245.22,30,5,Returning,South,673.57,1571.65,7858.25
4851,Home,2817.45,15,5,New,South,422.62,2394.83,11974.15
4852,Clothing,4019.16,20,5,New,North,803.83,3215.33,16076.65
4853,Electronics,3091.48,30,1,New,South,927.44,2164.04,2164.04
4854,Home,1201.33,25,5,New,West,300.33,901.0,4505.0
4855,Beauty,3103.95,15,8,Returning,East,465.59,2638.36,21106.88
4856,Sports,3178.57,15,3,Returning,East,476.79,2701.78,8105.34
4857,Clothing,3697.12,5,9,Returning,East,184.86,3512.26,31610.34
4858,Sports,3142.28,5,9,Returning,South,157.11,2985.17,26866.53
4859,Beauty,4849.29,15,6,Returning,North,727.39,4121.9,24731.4
4860,Home,1066.71,20,4,New,South,213.34,853.37,3413.48
4861,Beauty,4760.34,15,4,New,East,714.05,4046.29,16185.16
4862,Beauty,2737.86,10,1,New,West,273.79,2464.07,2464.07
4863,Sports,3392.59,5,5,New,South,169.63,3222.96,16114.8
4864,Clothing,587.36,15,5,Returning,East,88.1,499.26,2496.3
4865,Beauty,1964.82,20,5,Returning,West,392.96,1571.86,7859.3
4866,Sports,3869.96,0,1,New,North,0.0,3869.96,3869.96
4867,Clothing,3563.86,0,1,Returning,West,0.0,3563.86,3563.86
4868,Home,296.68,25,2,Returning,North,74.17,222.51,445.02
4869,Home,2778.31,20,1,Returning,West,555.66,2222.65,2222.65
4870,Electronics,532.56,15,8,New,North,79.88,452.68,3621.44
4871,Sports,4979.7,0,4,Returning,North,0.0,4979.7,19918.8
4872,Clothing,4496.75,30,6,New,North,1349.02,3147.73,18886.38
4873,Beauty,203.3,15,8,Returning,South,30.5,172.8,1382.4
4874,Home,4307.38,10,5,New,West,430.74,3876.64,19383.2
4875,Clothing,4605.21,30,6,New,North,1381.56,3223.65,19341.9
4876,Sports,1832.39,5,4,New,West,91.62,1740.77,6963.08
4877,Electronics,3625.56,0,6,New,South,0.0,3625.56,21753.36
4878,Home,2266.31,15,6,New,East,339.95,1926.36,11558.16
4879,Clothing,3310.64,40,3,Returning,East,1324.26,1986.38,5959.14
4880,Clothing,1767.56,25,4,New,North,441.89,1325.67,5302.68
4881,Clothing,1680.54,50,6,Returning,South,840.27,840.27,5041.62
4882,Sports,2179.73,0,8,Returning,West,0.0,2179.73,17437.84
4883,Sports,813.28,0,7,New,North,0.0,813.28,5692.96
4884,Sports,4172.58,20,4,Returning,East,834.52,3338.06,13352.24
4885,Beauty,1808.62,25,3,Returning,South,452.16,1356.46,4069.38
4886,Clothing,2060.73,40,8,Returning,East,824.29,1236.44,9891.52
4887,Home,4480.87,10,6,New,South,448.09,4032.78,24196.68
4888,Sports,2533.46,25,8,Returning,East,633.36,1900.1,15200.8
4889,Sports,2766.84,10,9,Returning,North,276.68,2490.16,22411.44
4890,Clothing,4786.84,40,9,New,North,1914.74,2872.1,25848.9
4891,Sports,4444.96,15,9,New,North,666.74,3778.22,34003.98
4892,Beauty,930.39,5,1,Returning,East,46.52,883.87,883.87
4893,Beauty,2418.75,50,3,Returning,West,1209.38,1209.37,3628.11
4894,Sports,4859.35,40,9,Returning,East,1943.74,2915.61,26240.49
4895,Clothing,1924.59,25,4,Returning,East,481.15,1443.44,5773.76
4896,Clothing,1920.71,10,2,Returning,West,192.07,1728.64,3457.28
4897,Clothing,1055.65,5,1,New,North,52.78,1002.87,1002.87
4898,Electronics,660.18,15,5,New,East,99.03,561.15,2805.75
4899,Sports,3727.49,15,4,Returning,East,559.12,3168.37,12673.48
4900,Clothing,3873.15,0,5,Returning,North,0.0,3873.15,19365.75
4901,Beauty,4848.16,50,5,Returning,East,2424.08,2424.08,12120.4
4902,Home,3889.75,40,8,Returning,West,1555.9,2333.85,18670.8
4903,Home,1292.43,30,6,New,South,387.73,904.7,5428.2
4904,Clothing,296.57,25,3,New,East,74.14,222.43,667.29
4905,Home,4928.64,10,9,Returning,West,492.86,4435.78,39922.02
4906,Home,1768.21,15,8,Returning,North,265.23,1502.98,12023.84
4907,Electronics,1628.66,5,9,New,South,81.43,1547.23,13925.07
4908,Beauty,4539.18,30,4,New,North,1361.75,3177.43,12709.72
4909,Beauty,2966.99,5,8,New,North,148.35,2818.64,22549.12
4910,Electronics,1152.87,0,3,Returning,North,0.0,1152.87,3458.61
4911,Electronics,4456.57,25,5,Returning,South,1114.14,3342.43,16712.15
4912,Home,4967.47,15,7,Returning,West,745.12,4222.35,29556.45
4913,Sports,524.72,40,1,New,West,209.89,314.83,314.83
4914,Home,4325.03,0,1,Returning,West,0.0,4325.03,4325.03
4915,Electronics,2013.53,50,3,New,West,1006.76,1006.77,3020.31
4916,Beauty,2667.95,25,4,New,South,666.99,2000.96,8003.84
4917,Home,4582.6,5,1,Returning,North,229.13,4353.47,4353.47
4918,Sports,4869.56,40,8,New,East,1947.82,2921.74,23373.92
4919,Home,1384.6,20,2,New,South,276.92,1107.68,2215.36
4920,Clothing,1142.97,20,5,Returning,North,228.59,914.38,4571.9
4921,Home,494.53,20,6,Returning,East,98.91,395.62,2373.72
4922,Electronics,2852.81,30,6,New,North,855.84,1996.97,11981.82
4923,Beauty,166.66,30,6,Returning,West,50.0,116.66,699.96
4924,Beauty,2118.3,30,1,New,South,635.49,1482.81,1482.81
4925,Electronics,459.58,5,3,New,South,22.98,436.6,1309.8
4926,Clothing,2085.61,40,3,Returning,East,834.24,1251.37,3754.11
4927,Electronics,295.67,0,8,New,South,0.0,295.67,2365.36
4928,Home,4192.56,5,6,New,North,209.63,3982.93,23897.58
4929,Electronics,1127.72,30,2,New,North,338.32,789.4,1578.8
4930,Electronics,1708.71,15,1,New,East,256.31,1452.4,1452.4
4931,Clothing,4363.24,50,4,Returning,East,2181.62,2181.62,8726.48
4932,Home,3756.7,50,1,New,East,1878.35,1878.35,1878.35
4933,Sports,1173.29,10,5,Returning,East,117.33,1055.96,5279.8
4934,Sports,452.31,10,8,New,West,45.23,407.08,3256.64
4935,Beauty,3606.8,50,2,Returning,North,1803.4,1803.4,3606.8
4936,Electronics,2014.44,40,8,Returning,North,805.78,1208.66,9669.28
4937,Beauty,3853.79,0,8,New,North,0.0,3853.79,30830.32
4938,Clothing,2281.94,25,6,New,North,570.48,1711.46,10268.76
4939,Sports,1795.41,30,8,Returning,West,538.62,1256.79,10054.32
4940,Electronics,2310.91,40,2,New,East,924.36,1386.55,2773.1
4941,Clothing,3767.94,5,7,New,South,188.4,3579.54,25056.78
4942,Clothing,4520.88,0,8,Returning,North,0.0,4520.88,36167.04
4943,Electronics,343.86,15,4,New,South,51.58,292.28,1169.12
4944,Clothing,2668.15,0,9,Returning,West,0.0,2668.15,24013.35
4945,Electronics,260.89,5,6,Returning,West,13.04,247.85,1487.1
4946,Electronics,2395.21,10,3,New,East,239.52,2155.69,6467.07
4947,Home,4437.89,15,4,New,West,665.68,3772.21,15088.84
4948,Beauty,1871.79,25,4,New,East,467.95,1403.84,5615.36
4949,Clothing,4669.01,40,1,Returning,South,1867.6,2801.41,2801.41
4950,Clothing,3189.98,50,1,New,West,1594.99,1594.99,1594.99
4951,Home,4677.36,15,1,Returning,East,701.6,3975.76,3975.76
4952,Home,3810.12,0,4,New,South,0.0,3810.12,15240.48
4953,Home,606.83,20,1,Returning,North,121.37,485.46,485.46
4954,Sports,1232.64,20,6,New,East,246.53,986.11,5916.66
4955,Sports,2031.44,50,2,New,East,1015.72,1015.72,2031.44
4956,Sports,933.52,25,1,Returning,South,233.38,700.14,700.14
4957,Electronics,2525.07,20,7,New,South,505.01,2020.06,14140.42
4958,Clothing,2409.7,20,6,Returning,South,481.94,1927.76,11566.56
4959,Beauty,4785.67,40,1,New,South,1914.27,2871.4,2871.4
4960,Electronics,2225.27,0,9,New,South,0.0,2225.27,20027.43
4961,Clothing,3949.57,20,6,New,East,789.91,3159.66,18957.96
4962,Clothing,4715.36,0,2,Returning,South,0.0,4715.36,9430.72
4963,Home,4397.25,30,7,New,North,1319.18,3078.07,21546.49
4964,Home,1122.47,30,3,New,South,336.74,785.73,2357.19
4965,Electronics,2530.55,40,7,New,West,1012.22,1518.33,10628.31
4966,Home,1803.92,30,9,New,East,541.18,1262.74,11364.66
4967,Clothing,2059.31,50,5,Returning,North,1029.66,1029.65,5148.25
4968,Home,1867.95,40,1,New,East,747.18,1120.77,1120.77
4969,Sports,4149.16,40,5,Returning,West,1659.66,2489.5,12447.5
4970,Home,2315.48,10,8,New,South,231.55,2083.93,16671.44
4971,Clothing,2666.1,15,8,Returning,East,399.92,2266.18,18129.44
4972,Electronics,4913.99,15,3,Returning,East,737.1,4176.89,12530.67
4973,Beauty,393.9,0,4,New,South,0.0,393.9,1575.6
4974,Home,2490.99,25,8,Returning,East,622.75,1868.24,14945.92
4975,Clothing,3892.9,5,8,New,East,194.64,3698.26,29586.08
4976,Beauty,840.69,50,7,New,East,420.34,420.35,2942.45
4977,Beauty,3096.5,0,6,Returning,West,0.0,3096.5,18579.0
4978,Sports,1273.38,0,4,Returning,West,0.0,1273.38,5093.52
4979,Beauty,4350.28,25,9,Returning,West,1087.57,3262.71,29364.39
4980,Clothing,1702.79,0,2,New,North,0.0,1702.79,3405.58
4981,Clothing,1712.41,10,2,Returning,East,171.24,1541.17,3082.34
4982,Home,3031.15,5,1,Returning,South,151.56,2879.59,2879.59
4983,Home,999.46,50,3,New,South,499.73,499.73,1499.19
4984,Home,1495.95,20,3,New,East,299.19,1196.76,3590.28
4985,Beauty,2141.5,25,4,Returning,South,535.38,1606.12,6424.48
4986,Beauty,1832.83,5,3,New,North,91.64,1741.19,5223.57
4987,Sports,2671.9,40,6,Returning,South,1068.76,1603.14,9618.84
4988,Home,3038.24,25,9,New,West,759.56,2278.68,20508.12
4989,Electronics,2876.67,40,8,Returning,West,1150.67,1726.0,13808.0
4990,Sports,3305.42,40,6,Returning,West,1322.17,1983.25,11899.5
4991,Electronics,1607.97,0,8,Returning,West,0.0,1607.97,12863.76
4992,Beauty,719.49,30,8,Returning,South,215.85,503.64,4029.12
4993,Sports,3827.96,5,6,Returning,East,191.4,3636.56,21819.36
4994,Sports,4268.82,40,2,New,North,1707.53,2561.29,5122.58
4995,Clothing,1359.33,5,5,Returning,North,67.97,1291.36,6456.8
4996,Beauty,2094.75,15,4,Returning,South,314.21,1780.54,7122.16
4997,Beauty,2542.99,5,6,Returning,South,127.15,2415.84,14495.04
4998,Sports,2713.3,30,2,Returning,West,813.99,1899.31,3798.62
4999,Beauty,3331.5,20,4,New,East,666.3,2665.2,10660.8
5000,Sports,303.86,50,8,Returning,West,151.93,151.93,1215.44
5001,Clothing,3635.24,20,1,Returning,East,727.05,2908.19,2908.19
5002,Sports,403.66,40,3,New,West,161.46,242.2,726.6
5003,Beauty,2394.61,5,4,New,North,119.73,2274.88,9099.52
5004,Beauty,4155.59,10,2,Returning,East,415.56,3740.03,7480.06
5005,Sports,2310.96,25,2,Returning,North,577.74,1733.22,3466.44
5006,Sports,830.54,30,6,New,West,249.16,581.38,3488.28
5007,Sports,4926.67,40,6,Returning,North,1970.67,2956.0,17736.0
5008,Home,4457.5,10,3,Returning,South,445.75,4011.75,12035.25
5009,Beauty,3879.44,30,8,Returning,North,1163.83,2715.61,21724.88
5010,Beauty,2116.41,40,3,New,North,846.56,1269.85,3809.55
5011,Home,1000.84,25,2,New,West,250.21,750.63,1501.26
5012,Sports,4712.91,15,5,Returning,North,706.94,4005.97,20029.85
5013,Clothing,2708.52,25,7,New,North,677.13,2031.39,14219.73
5014,Sports,4276.54,50,1,New,South,2138.27,2138.27,2138.27
5015,Sports,1776.27,10,2,New,East,177.63,1598.64,3197.28
5016,Home,1742.91,5,2,Returning,East,87.15,1655.76,3311.52
5017,Beauty,4929.15,20,8,New,North,985.83,3943.32,31546.56
5018,Sports,2656.98,30,6,New,East,797.09,1859.89,11159.34
5019,Beauty,789.41,10,4,New,East,78.94,710.47,2841.88
5020,Electronics,1176.41,20,4,Returning,North,235.28,941.13,3764.52
5021,Beauty,2461.53,15,5,New,West,369.23,2092.3,10461.5
5022,Clothing,308.11,30,3,Returning,North,92.43,215.68,647.04
5023,Clothing,2366.42,5,4,New,East,118.32,2248.1,8992.4
5024,Sports,2152.81,30,4,Returning,South,645.84,1506.97,6027.88
5025,Beauty,3918.75,5,7,New,East,195.94,3722.81,26059.67
5026,Sports,1839.22,10,7,New,West,183.92,1655.3,11587.1
5027,Home,4914.49,20,1,Returning,North,982.9,3931.59,3931.59
5028,Clothing,985.77,30,3,Returning,East,295.73,690.04,2070.12
5029,Sports,2995.83,25,9,New,East,748.96,2246.87,20221.83
5030,Home,539.53,30,6,Returning,South,161.86,377.67,2266.02
5031,Sports,3695.93,25,6,New,West,923.98,2771.95,16631.7
5032,Beauty,4974.29,0,4,Returning,East,0.0,4974.29,19897.16
5033,Beauty,4113.78,20,9,New,East,822.76,3291.02,29619.18
5034,Beauty,2822.95,0,3,Returning,North,0.0,2822.95,8468.85
5035,Beauty,2475.23,30,8,New,West,742.57,1732.66,13861.28
5036,Electronics,4191.65,15,6,New,South,628.75,3562.9,21377.4
5037,Home,4686.27,20,2,Returning,East,937.25,3749.02,7498.04
5038,Home,4947.11,0,3,Returning,West,0.0,4947.11,14841.33
5039,Beauty,2043.04,40,1,New,West,817.22,1225.82,1225.82
5040,Electronics,4955.5,15,3,New,West,743.32,4212.18,12636.54
5041,Beauty,864.04,10,4,New,West,86.4,777.64,3110.56
5042,Electronics,1342.39,0,6,Returning,East,0.0,1342.39,8054.34
5043,Beauty,536.18,15,7,New,West,80.43,455.75,3190.25
5044,Clothing,1431.52,10,3,Returning,North,143.15,1288.37,3865.11
5045,Clothing,3862.89,40,7,Returning,North,1545.16,2317.73,16224.11
5046,Sports,4279.33,50,4,Returning,South,2139.66,2139.67,8558.68
5047,Beauty,3916.57,20,1,Returning,South,783.31,3133.26,3133.26
5048,Home,3192.22,50,1,Returning,West,1596.11,1596.11,1596.11
5049,Sports,2618.44,0,8,Returning,South,0.0,2618.44,20947.52
5050,Clothing,3572.65,30,7,Returning,West,1071.8,2500.85,17505.95
5051,Beauty,2015.08,30,4,Returning,North,604.52,1410.56,5642.24
5052,Sports,4222.41,25,1,New,North,1055.6,3166.81,3166.81
5053,Beauty,3418.23,15,6,New,North,512.73,2905.5,17433.0
5054,Clothing,3519.24,50,7,Returning,North,1759.62,1759.62,12317.34
5055,Sports,2726.09,10,6,New,South,272.61,2453.48,14720.88
5056,Clothing,4437.62,0,6,Returning,South,0.0,4437.62,26625.72
5057,Electronics,1334.87,5,8,Returning,West,66.74,1268.13,10145.04
5058,Clothing,1967.62,10,6,Returning,South,196.76,1770.86,10625.16
5059,Beauty,3910.45,5,2,Returning,North,195.52,3714.93,7429.86
5060,Home,2514.47,25,7,Returning,North,628.62,1885.85,13200.95
5061,Clothing,4457.15,30,4,Returning,West,1337.14,3120.01,12480.04
5062,Home,1797.36,20,3,Returning,North,359.47,1437.89,4313.67
5063,Electronics,1909.72,20,8,Returning,North,381.94,1527.78,12222.24
5064,Sports,4454.81,30,5,Returning,West,1336.44,3118.37,15591.85
5065,Sports,2375.41,25,4,New,West,593.85,1781.56,7126.24
5066,Home,2629.01,40,4,New,East,1051.6,1577.41,6309.64
5067,Sports,1730.54,50,5,New,South,865.27,865.27,4326.35
5068,Clothing,1455.68,5,4,New,South,72.78,1382.9,5531.6
5069,Home,3314.15,5,3,Returning,West,165.71,3148.44,9445.32
5070,Beauty,687.22,0,4,Returning,East,0.0,687.22,2748.88
5071,Clothing,4408.44,30,5,Returning,South,1322.53,3085.91,15429.55
5072,Clothing,3918.1,15,2,New,North,587.72,3330.38,6660.76
5073,Clothing,1034.67,50,7,New,West,517.34,517.33,3621.31
5074,Beauty,3500.7,25,5,New,West,875.18,2625.52,13127.6
5075,Electronics,3052.9,30,9,New,South,915.87,2137.03,19233.27
5076,Sports,1004.22,30,6,New,North,301.27,702.95,4217.7
5077,Home,1438.7,40,1,Returning,North,575.48,863.22,863.22
5078,Electronics,2104.03,15,9,Returning,West,315.6,1788.43,16095.87
5079,Home,3526.29,10,5,Returning,West,352.63,3173.66,15868.3
5080,Sports,3229.74,10,9,New,North,322.97,2906.77,26160.93
5081,Beauty,2707.95,40,1,Returning,West,1083.18,1624.77,1624.77
5082,Clothing,3865.21,10,2,New,East,386.52,3478.69,6957.38
5083,Clothing,3813.89,40,3,Returning,South,1525.56,2288.33,6864.99
5084,Beauty,3127.51,5,5,New,North,156.38,2971.13,14855.65
5085,Electronics,3956.25,20,6,Returning,South,791.25,3165.0,18990.0
5086,Electronics,1737.89,20,5,New,East,347.58,1390.31,6951.55
5087,Home,4418.12,30,1,Returning,West,1325.44,3092.68,3092.68
5088,Beauty,3113.06,20,4,New,South,622.61,2490.45,9961.8
5089,Electronics,4129.58,50,6,Returning,South,2064.79,2064.79,12388.74
5090,Beauty,2776.77,10,4,Returning,West,277.68,2499.09,9996.36
5091,Sports,1170.35,50,4,Returning,South,585.17,585.18,2340.72
5092,Clothing,2757.81,0,5,New,South,0.0,2757.81,13789.05
5093,Clothing,1918.45,10,8,New,East,191.84,1726.61,13812.88
5094,Clothing,3517.75,15,5,Returning,South,527.66,2990.09,14950.45
5095,Beauty,2431.39,25,7,Returning,West,607.85,1823.54,12764.78
5096,Beauty,4196.95,40,8,Returning,West,1678.78,2518.17,20145.36
5097,Home,3422.56,30,6,New,West,1026.77,2395.79,14374.74
5098,Clothing,3454.27,40,6,New,North,1381.71,2072.56,12435.36
5099,Home,1164.06,25,2,Returning,East,291.02,873.04,1746.08
5100,Clothing,4922.82,25,5,Returning,South,1230.7,3692.12,18460.6
5101,Home,4224.21,25,1,New,South,1056.05,3168.16,3168.16
5102,Home,3966.12,10,9,New,West,396.61,3569.51,32125.59
5103,Sports,1718.05,15,7,New,West,257.71,1460.34,10222.38
5104,Home,2724.6,25,2,Returning,West,681.15,2043.45,4086.9
5105,Beauty,771.81,30,6,New,West,231.54,540.27,3241.62
5106,Home,2738.53,10,9,New,North,273.85,2464.68,22182.12
5107,Clothing,814.86,15,5,Returning,East,122.23,692.63,3463.15
5108,Home,2809.89,25,3,New,East,702.47,2107.42,6322.26
5109,Electronics,3278.74,0,4,New,North,0.0,3278.74,13114.96
5110,Clothing,2011.96,30,3,Returning,South,603.59,1408.37,4225.11
5111,Electronics,2542.87,0,1,New,South,0.0,2542.87,2542.87
5112,Clothing,4390.7,50,7,Returning,East,2195.35,2195.35,15367.45
5113,Beauty,631.96,50,8,Returning,East,315.98,315.98,2527.84
5114,Beauty,3979.49,50,2,Returning,South,1989.74,1989.75,3979.5
5115,Beauty,936.7,15,8,Returning,North,140.5,796.2,6369.6
5116,Electronics,279.87,5,9,New,North,13.99,265.88,2392.92
5117,Sports,1009.32,30,7,Returning,South,302.8,706.52,4945.64
5118,Clothing,3848.71,15,1,New,North,577.31,3271.4,3271.4
5119,Beauty,2085.12,20,4,New,West,417.02,1668.1,6672.4
5120,Clothing,4375.35,0,7,New,East,0.0,4375.35,30627.45
5121,Electronics,2671.07,25,6,New,South,667.77,2003.3,12019.8
5122,Sports,209.03,30,8,Returning,West,62.71,146.32,1170.56
5123,Electronics,3611.9,10,6,New,West,361.19,3250.71,19504.26
5124,Clothing,640.14,5,6,New,North,32.01,608.13,3648.78
5125,Sports,3967.96,30,6,New,North,1190.39,2777.57,16665.42
5126,Sports,923.7,0,7,Returning,East,0.0,923.7,6465.9
5127,Electronics,1792.69,5,5,New,East,89.63,1703.06,8515.3
5128,Beauty,3830.23,10,9,New,South,383.02,3447.21,31024.89
5129,Clothing,4775.73,15,7,New,East,716.36,4059.37,28415.59
5130,Home,1920.03,20,1,New,West,384.01,1536.02,1536.02
5131,Home,4164.06,15,9,Returning,East,624.61,3539.45,31855.05
5132,Electronics,1034.88,10,6,Returning,West,103.49,931.39,5588.34
5133,Clothing,4055.18,0,8,Returning,West,0.0,4055.18,32441.44
5134,Clothing,3321.72,30,9,Returning,South,996.52,2325.2,20926.8
5135,Electronics,1044.44,25,2,Returning,North,261.11,783.33,1566.66
5136,Clothing,1582.27,5,2,New,East,79.11,1503.16,3006.32
5137,Beauty,745.68,5,5,Returning,South,37.28,708.4,3542.0
5138,Electronics,1976.54,10,5,Returning,East,197.65,1778.89,8894.45
5139,Beauty,1097.88,40,2,New,West,439.15,658.73,1317.46
5140,Clothing,3255.59,40,4,Returning,East,1302.24,1953.35,7813.4
5141,Electronics,4973.08,40,9,New,North,1989.23,2983.85,26854.65
5142,Clothing,158.84,30,4,Returning,East,47.65,111.19,444.76
5143,Electronics,2750.51,5,1,New,East,137.53,2612.98,2612.98
5144,Clothing,2910.97,0,5,New,West,0.0,2910.97,14554.85
5145,Beauty,4579.62,25,2,Returning,East,1144.9,3434.72,6869.44
5146,Beauty,2579.43,40,6,New,North,1031.77,1547.66,9285.96
5147,Clothing,2764.14,0,1,Returning,East,0.0,2764.14,2764.14
5148,Electronics,2411.1,10,7,Returning,West,241.11,2169.99,15189.93
5149,Home,1417.63,0,7,Returning,South,0.0,1417.63,9923.41
5150,Beauty,374.54,50,4,Returning,West,187.27,187.27,749.08
5151,Beauty,2102.42,30,9,New,West,630.73,1471.69,13245.21
5152,Home,357.7,40,3,New,West,143.08,214.62,643.86
5153,Clothing,2797.41,50,5,New,South,1398.7,1398.71,6993.55
5154,Electronics,1605.74,10,5,New,North,160.57,1445.17,7225.85
5155,Clothing,2714.65,5,8,New,West,135.73,2578.92,20631.36
5156,Sports,758.06,25,4,Returning,West,189.52,568.54,2274.16
5157,Beauty,4669.89,20,1,New,North,933.98,3735.91,3735.91
5158,Sports,4483.15,15,5,New,North,672.47,3810.68,19053.4
5159,Beauty,1030.98,25,1,New,East,257.74,773.24,773.24
5160,Beauty,1782.88,25,3,New,North,445.72,1337.16,4011.48
5161,Sports,3106.11,10,6,New,South,310.61,2795.5,16773.0
5162,Sports,568.86,5,1,Returning,West,28.44,540.42,540.42
5163,Clothing,1837.38,50,3,New,West,918.69,918.69,2756.07
5164,Sports,1330.45,40,7,Returning,South,532.18,798.27,5587.89
5165,Clothing,4586.03,15,2,Returning,East,687.9,3898.13,7796.26
5166,Clothing,4277.3,25,6,New,West,1069.32,3207.98,19247.88
5167,Clothing,2941.18,10,7,Returning,West,294.12,2647.06,18529.42
5168,Beauty,2649.7,40,2,New,East,1059.88,1589.82,3179.64
5169,Beauty,4660.56,10,5,New,East,466.06,4194.5,20972.5
5170,Sports,4668.9,5,1,New,East,233.44,4435.46,4435.46
5171,Beauty,4849.72,30,3,New,South,1454.92,3394.8,10184.4
5172,Sports,714.36,10,1,New,South,71.44,642.92,642.92
5173,Beauty,886.73,50,3,New,North,443.36,443.37,1330.11
5174,Electronics,3416.01,10,4,Returning,East,341.6,3074.41,12297.64
5175,Electronics,2753.03,40,5,New,South,1101.21,1651.82,8259.1
5176,Sports,190.48,5,4,Returning,South,9.52,180.96,723.84
5177,Beauty,403.68,50,4,Returning,North,201.84,201.84,807.36
5178,Beauty,4451.59,0,9,New,South,0.0,4451.59,40064.31
5179,Clothing,4357.47,10,9,Returning,West,435.75,3921.72,35295.48
5180,Home,1850.63,5,9,Returning,South,92.53,1758.1,15822.9
5181,Sports,4466.15,30,5,Returning,East,1339.84,3126.31,15631.55
5182,Home,3009.01,20,5,Returning,North,601.8,2407.21,12036.05
5183,Home,4048.94,40,2,New,East,1619.58,2429.36,4858.72
5184,Sports,2194.41,5,6,New,East,109.72,2084.69,12508.14
5185,Beauty,655.65,40,2,Returning,North,262.26,393.39,786.78
5186,Sports,2225.26,30,5,New,West,667.58,1557.68,7788.4
5187,Home,2340.77,20,5,New,North,468.15,1872.62,9363.1
5188,Beauty,2799.63,5,4,Returning,West,139.98,2659.65,10638.6
5189,Electronics,617.36,30,5,Returning,West,185.21,432.15,2160.75
5190,Sports,4957.87,15,7,New,East,743.68,4214.19,29499.33
5191,Sports,1296.27,15,2,New,East,194.44,1101.83,2203.66
5192,Beauty,1072.91,40,1,Returning,East,429.16,643.75,643.75
5193,Electronics,2681.33,25,4,New,East,670.33,2011.0,8044.0
5194,Electronics,2732.32,50,7,Returning,North,1366.16,1366.16,9563.12
5195,Beauty,2255.12,5,1,New,South,112.76,2142.36,2142.36
5196,Clothing,3882.27,20,4,Returning,North,776.45,3105.82,12423.28
5197,Sports,2631.61,25,6,Returning,South,657.9,1973.71,11842.26
5198,Sports,3087.51,40,6,Returning,North,1235.0,1852.51,11115.06
5199,Home,3646.36,15,1,New,East,546.95,3099.41,3099.41
5200,Beauty,222.62,30,7,New,South,66.79,155.83,1090.81
5201,Home,2896.16,30,5,Returning,North,868.85,2027.31,10136.55
5202,Home,4432.55,15,6,Returning,North,664.88,3767.67,22606.02
5203,Electronics,185.2,0,1,New,West,0.0,185.2,185.2
5204,Sports,2085.39,10,7,New,North,208.54,1876.85,13137.95
5205,Home,4638.51,5,4,Returning,East,231.93,4406.58,17626.32
5206,Electronics,1830.46,10,3,New,North,183.05,1647.41,4942.23
5207,Beauty,2347.77,20,4,Returning,North,469.55,1878.22,7512.88
5208,Home,4909.55,0,9,Returning,East,0.0,4909.55,44185.95
5209,Sports,1076.69,20,5,Returning,South,215.34,861.35,4306.75
5210,Home,419.75,5,5,New,South,20.99,398.76,1993.8
5211,Beauty,4311.17,15,8,New,East,646.68,3664.49,29315.92
5212,Home,4355.48,25,7,Returning,South,1088.87,3266.61,22866.27
5213,Sports,2413.18,50,3,New,West,1206.59,1206.59,3619.77
5214,Electronics,2619.62,25,1,New,North,654.9,1964.72,1964.72
5215,Sports,4195.45,5,2,Returning,North,209.77,3985.68,7971.36
5216,Electronics,3718.94,40,3,New,South,1487.58,2231.36,6694.08
5217,Clothing,1399.23,20,1,Returning,South,279.85,1119.38,1119.38
5218,Sports,182.78,50,1,Returning,South,91.39,91.39,91.39
5219,Sports,2450.53,50,8,Returning,East,1225.27,1225.26,9802.08
5220,Beauty,4308.67,15,8,Returning,West,646.3,3662.37,29298.96
5221,Home,4489.59,0,2,New,West,0.0,4489.59,8979.18
5222,Electronics,4785.51,50,8,New,South,2392.76,2392.75,19142.0
